row_id,sensor_id,timestamp,tz_offset,battery_v,co2_ppm,humidity_pct,formaldehyde_ugm3,pressure_mb,temperature_c,lvoc_ppb,pm1_ugm3,pm25_ugm3,pm4_ugm3,pm10_ugm3
1520,869,2024-03-01 03:00:00,+11,4.125,430.0,54.0,17.0,1010.0,22.8,1.0,10.0,14.0,17.0,17.0
1554,869,2024-03-01 03:13:18,+11,4.125,442.0,54.0,17.0,1010.0,22.8,1.0,10.0,10.0,10.0,10.0
1588,869,2024-03-01 03:26:39,+11,4.125,435.0,54.0,17.0,1010.0,22.5,1.0,9.0,12.0,13.0,14.0
1622,869,2024-03-01 03:40:02,+11,4.125,437.0,54.0,17.0,1010.0,22.5,1.0,8.0,8.0,8.0,8.0
1656,869,2024-03-01 03:53:23,+11,4.125,429.0,53.0,17.0,1010.0,22.5,1.0,10.0,14.0,16.0,17.0
1690,869,2024-03-01 04:06:48,+11,4.125,447.0,53.0,17.0,1010.0,22.5,3.0,13.0,13.0,13.0,13.0
1724,869,2024-03-01 04:20:10,+11,4.125,441.0,53.0,17.0,1010.0,22.3,3.0,12.0,18.0,23.0,24.0
1758,869,2024-03-01 04:33:28,+11,4.125,440.0,53.0,17.0,1010.0,22.3,3.0,11.0,14.0,15.0,16.0
1792,869,2024-03-01 04:46:51,+11,4.125,444.0,53.0,17.0,1010.0,22.3,6.0,12.0,20.0,26.0,27.0
1826,869,2024-03-01 05:00:24,+11,4.125,431.0,53.0,17.0,1010.0,22.0,6.0,10.0,15.0,18.0,18.0
1860,869,2024-03-01 05:13:51,11,4.125,462.0,53.0,17.0,1010.0,22.0,9.0,13.0,21.0,26.0,27.0
1894,869,2024-03-01 05:27:22,11,4.125,443.0,53.0,17.0,1010.0,22.0,6.0,13.0,15.0,17.0,17.0
1928,869,2024-03-01 05:40:51,+11,4.125,440.0,53.0,17.0,1010.0,22.0,6.0,13.0,15.0,16.0,17.0
1962,869,2024-03-01 05:54:19,11,4.125,457.0,53.0,17.0,1010.0,22.0,3.0,10.0,12.0,14.0,14.0
1996,869,2024-03-01 06:07:42,+11,4.125,446.0,53.0,17.0,1010.0,22.0,6.0,12.0,15.0,17.0,18.0
2030,869,2024-03-01 06:21:06,+11,4.125,449.0,54.0,17.0,1010.0,22.0,11.0,16.0,20.0,23.0,23.0
2064,869,2024-03-01 06:34:32,+11,4.125,446.0,54.0,17.0,1010.0,22.0,3.0,14.0,17.0,20.0,20.0
2098,869,2024-03-01 06:48:02,+11,4.125,466.0,54.0,17.0,1010.0,22.0,6.0,11.0,12.0,12.0,12.0
2132,869,2024-03-01 07:01:26,+11,4.125,471.0,53.0,17.0,1010.0,21.8,9.0,12.0,15.0,17.0,18.0
2166,869,2024-03-01 07:14:53,+11,4.125,465.0,54.0,17.0,1010.0,21.8,3.0,6.0,6.0,6.0,6.0
2200,869,2024-03-01 07:28:13,11,4.125,452.0,54.0,17.0,1010.0,22.0,0.0,3.0,6.0,8.0,8.0
2234,869,2024-03-01 07:41:32,+11,4.125,480.0,53.0,17.0,1010.0,22.3,0.0,1.0,1.0,1.0,1.0
2268,869,2024-03-01 07:54:56,+11,4.125,476.0,53.0,17.0,1010.0,22.8,0.0,1.0,2.0,3.0,3.0
2302,869,2024-03-01 08:08:21,1,4.125,464.0,52.0,17.0,1010.0,23.3,0.0,3.0,3.0,3.0,3.0
2336,869,2024-03-01 08:21:40,+11,4.125,468.0,52.0,17.0,1010.0,23.5,0.0,1.0,1.0,1.0,1.0
2370,869,2024-03-01 08:35:08,+11,4.125,469.0,52.0,17.0,1010.0,23.5,0.0,1.0,1.0,1.0,1.0
2404,869,2024-03-01 08:48:30,+11,4.125,466.0,53.0,17.0,1010.0,23.5,0.0,2.0,4.0,5.0,5.0
2438,869,2024-03-01 08:55:18,+11,4.125,466.0,53.0,17.0,1010.0,23.5,0.0,2.0,4.0,5.0,5.0
2472,869,2024-03-01 09:08:42,+11,4.125,488.0,53.0,17.0,1010.0,23.5,0.0,1.0,2.0,3.0,3.0
2506,869,2024-03-01 09:22:06,+11,4.125,479.0,53.0,17.0,1010.0,23.5,0.0,1.0,2.0,3.0,3.0
2540,869,2024-03-01 09:35:29,+11,4.125,485.0,53.0,17.0,1010.0,23.5,0.0,1.0,3.0,3.0,4.0
2574,869,2024-03-01 09:48:59,+11,4.125,484.0,53.0,17.0,1010.0,23.8,0.0,1.0,1.0,2.0,2.0
2608,869,2024-03-01 10:02:25,+11,4.125,485.0,53.0,17.0,1010.0,23.8,0.0,1.0,1.0,1.0,1.0
2642,869,2024-03-01 10:15:45,+11,4.125,531.0,52.0,17.0,1010.0,24.3,0.0,1.0,1.0,1.0,1.0
2676,869,2024-03-01 10:29:11,+11,4.125,555.0,52.0,17.0,1010.0,24.3,0.0,2.0,4.0,5.0,5.0
2710,869,2024-03-01 10:42:34,+11,4.125,560.0,51.0,17.0,1010.0,24.5,0.0,3.0,3.0,3.0,3.0
2744,869,2024-03-01 10:55:59,+11,4.125,550.0,50.0,17.0,1010.0,24.8,0.0,1.0,3.0,3.0,4.0
2778,869,2024-03-01 11:09:15,+11,4.125,565.0,50.0,17.0,1010.0,25.0,0.0,3.0,6.0,8.0,8.0
2812,869,2024-03-01 11:22:34,+11,4.125,547.0,50.0,17.0,1010.0,25.3,11.0,2.0,4.0,6.0,6.0
2846,869,2024-03-01 11:36:03,+11,4.125,559.0,50.0,17.0,1010.0,25.0,0.0,1.0,1.0,2.0,2.0
2880,869,2024-03-01 11:49:31,+11,4.125,574.0,50.0,17.0,1010.0,24.8,0.0,1.0,1.0,1.0,1.0
2914,869,2024-03-01 12:02:54,+11,4.125,575.0,51.0,17.0,1009.0,24.5,0.0,1.0,3.0,5.0,5.0
2948,869,2024-03-01 12:16:28,+11,4.125,573.0,52.0,17.0,1009.0,24.3,0.0,1.0,2.0,3.0,3.0
2982,869,2024-03-01 12:29:55,+11,4.125,582.0,52.0,17.0,1009.0,24.3,108.0,1.0,1.0,2.0,2.0
3016,869,2024-03-01 12:43:13,+11,4.125,567.0,52.0,17.0,1009.0,24.3,57.0,1.0,1.0,1.0,1.0
3050,869,2024-03-01 12:56:35,+11,4.125,528.0,52.0,17.0,1009.0,24.0,0.0,1.0,2.0,3.0,3.0
3084,869,2024-03-01 13:10:01,+11,4.125,536.0,52.0,17.0,1009.0,24.0,0.0,1.0,1.0,1.0,1.0
3118,869,2024-03-01 13:23:13,+11,4.125,513.0,52.0,17.0,1009.0,24.0,0.0,1.0,1.0,1.0,1.0
3152,869,2024-03-01 13:36:25,+11,4.125,525.0,55.0,17.0,1009.0,24.0,0.0,2.0,3.0,3.0,3.0
3186,869,2024-03-01 13:49:33,+11,4.125,534.0,57.0,17.0,1009.0,24.0,0.0,2.0,2.0,2.0,2.0
3220,869,2024-03-01 14:02:39,11,4.125,526.0,58.0,17.0,1008.0,24.0,0.0,2.0,2.0,2.0,2.0
3254,869,2024-03-01 14:15:56,+11,4.125,469.0,56.0,17.0,1008.0,24.0,0.0,2.0,2.0,2.0,2.0
3288,869,2024-03-01 14:29:02,+11,4.125,461.0,55.0,17.0,1008.0,24.3,0.0,2.0,2.0,2.0,2.0
3322,869,2024-03-01 14:42:06,+11,4.125,459.0,55.0,17.0,1008.0,24.3,0.0,1.0,1.0,1.0,1.0
3356,869,2024-03-01 14:55:22,+11,4.125,468.0,55.0,17.0,1008.0,24.3,0.0,1.0,1.0,1.0,1.0
3390,869,2024-03-01 15:08:29,+11,4.125,457.0,54.0,17.0,1007.0,24.3,0.0,2.0,2.0,2.0,2.0
3424,869,2024-03-01 15:21:31,+11,4.125,478.0,54.0,17.0,1007.0,24.3,0.0,1.0,1.0,1.0,1.0
3458,869,2024-03-01 15:34:38,+11,4.125,439.0,53.0,17.0,1007.0,24.3,21.0,1.0,1.0,1.0,1.0
3492,869,2024-03-01 15:47:35,+11,4.125,464.0,52.0,17.0,1007.0,24.3,0.0,2.0,3.0,4.0,4.0
3526,869,2024-03-01 16:00:49,+11,4.125,448.0,52.0,17.0,1007.0,24.5,0.0,2.0,2.0,3.0,3.0
3560,869,2024-03-01 16:14:00,+11,4.125,458.0,52.0,17.0,1007.0,24.5,0.0,3.0,3.0,3.0,3.0
3594,869,2024-03-01 16:27:10,+11,4.125,461.0,51.0,17.0,1007.0,24.8,0.0,2.0,4.0,5.0,6.0
3628,869,2024-03-01 16:40:25,+11,4.125,475.0,51.0,17.0,1007.0,24.8,0.0,1.0,1.0,1.0,1.0
3662,869,2024-03-01 16:53:25,+11,4.125,483.0,51.0,17.0,1007.0,24.8,0.0,1.0,1.0,1.0,1.0
3696,869,2024-03-01 17:06:34,+11,4.125,463.0,54.0,17.0,1007.0,24.8,0.0,2.0,6.0,9.0,10.0
3730,869,2024-03-01 17:19:39,+11,4.125,478.0,56.0,17.0,1007.0,24.8,0.0,1.0,2.0,2.0,2.0
3764,869,2024-03-01 17:32:46,+11,4.125,469.0,57.0,17.0,1007.0,24.5,0.0,1.0,2.0,3.0,3.0
3798,869,2024-03-01 17:45:55,+11,4.125,477.0,58.0,17.0,1007.0,24.0,165.0,1.0,2.0,3.0,3.0
3832,869,2024-03-01 17:59:04,+11,4.125,462.0,59.0,17.0,1007.0,24.0,55.0,1.0,1.0,1.0,1.0
3866,869,2024-03-01 18:12:10,11,4.125,456.0,60.0,17.0,1007.0,23.8,0.0,2.0,3.0,4.0,4.0
3900,869,2024-03-01 18:25:18,+11,4.125,470.0,61.0,17.0,1007.0,23.5,0.0,1.0,2.0,2.0,2.0
3934,869,2024-03-01 18:38:29,+11,4.125,456.0,61.0,17.0,1007.0,23.3,1.0,1.0,1.0,1.0,1.0
3968,869,2024-03-01 18:51:37,+11,4.125,460.0,61.0,17.0,1008.0,23.3,0.0,1.0,2.0,3.0,3.0
4002,869,2024-03-01 19:04:44,+11,4.125,479.0,62.0,17.0,1008.0,23.0,0.0,1.0,1.0,1.0,1.0
4036,869,2024-03-01 19:17:51,+11,4.125,494.0,61.0,17.0,1008.0,22.8,0.0,1.0,2.0,3.0,3.0
4070,869,2024-03-01 19:31:01,+11,4.125,485.0,61.0,17.0,1008.0,22.8,0.0,1.0,1.0,2.0,2.0
4104,869,2024-03-01 19:44:09,+11,4.125,474.0,60.0,17.0,1008.0,22.5,0.0,2.0,3.0,4.0,4.0
4138,869,2024-03-01 19:57:11,+11,4.125,484.0,60.0,17.0,1009.0,22.5,0.0,1.0,3.0,5.0,6.0
4172,869,2024-03-01 20:10:25,+11,4.125,482.0,59.0,17.0,1009.0,22.3,0.0,1.0,2.0,2.0,2.0
4206,869,2024-03-01 20:23:29,1,4.125,490.0,58.0,17.0,1009.0,22.0,0.0,1.0,1.0,1.0,1.0
4240,869,2024-03-01 20:36:46,+11,4.125,483.0,57.0,17.0,1010.0,22.0,0.0,1.0,1.0,1.0,1.0
4274,869,2024-03-01 20:49:55,+11,4.125,490.0,57.0,17.0,1010.0,21.8,0.0,1.0,2.0,3.0,3.0
4308,869,2024-03-01 21:03:00,+11,4.125,476.0,56.0,17.0,1010.0,21.8,0.0,1.0,1.0,2.0,2.0
4342,869,2024-03-01 21:16:12,+11,4.125,477.0,56.0,17.0,1010.0,21.5,0.0,1.0,3.0,4.0,5.0
4376,869,2024-03-01 21:29:19,11,4.125,476.0,56.0,17.0,1010.0,21.5,0.0,2.0,4.0,6.0,6.0
4410,869,2024-03-01 21:42:16,+11,4.125,470.0,56.0,17.0,1010.0,21.5,0.0,1.0,3.0,5.0,5.0
4444,869,2024-03-01 21:55:22,+11,4.125,448.0,57.0,17.0,1010.0,21.3,0.0,1.0,1.0,1.0,1.0
4478,869,2024-03-01 22:08:29,+11,4.125,461.0,57.0,17.0,1010.0,21.0,0.0,1.0,1.0,1.0,1.0
4512,869,2024-03-01 22:21:36,+11,4.125,468.0,57.0,17.0,1010.0,21.0,0.0,2.0,2.0,2.0,2.0
4546,869,2024-03-01 22:34:46,+11,4.125,472.0,57.0,17.0,1010.0,21.0,0.0,2.0,3.0,4.0,4.0
4580,869,2024-03-01 22:48:03,+11,4.125,458.0,58.0,17.0,1011.0,21.0,0.0,1.0,2.0,2.0,2.0
4614,869,2024-03-01 23:01:14,11,4.125,453.0,58.0,17.0,1011.0,20.8,0.0,1.0,2.0,3.0,3.0
4648,869,2024-03-01 23:14:21,+11,4.125,468.0,59.0,17.0,1011.0,20.8,0.0,2.0,5.0,7.0,7.0
4682,869,2024-03-01 23:27:28,+11,4.125,477.0,57.0,17.0,1011.0,21.3,0.0,3.0,5.0,7.0,7.0
4716,869,2024-03-01 23:40:38,+11,4.125,477.0,57.0,17.0,1011.0,21.5,0.0,6.0,7.0,7.0,7.0
4750,869,2024-03-01 23:53:42,+11,4.125,503.0,56.0,17.0,1011.0,21.8,0.0,4.0,6.0,7.0,7.0
4784,869,2024-03-02 00:06:45,+11,4.125,482.0,56.0,17.0,1011.0,22.0,0.0,10.0,12.0,12.0,12.0
4818,869,2024-03-02 00:19:54,+11,4.125,492.0,55.0,17.0,1011.0,22.3,0.0,10.0,11.0,12.0,12.0
4852,869,2024-03-02 00:32:59,+11,4.125,474.0,55.0,17.0,1011.0,22.3,0.0,14.0,16.0,17.0,17.0
4886,869,2024-03-02 00:46:08,+11,4.125,499.0,55.0,17.0,1011.0,22.5,0.0,15.0,18.0,19.0,20.0
4920,869,2024-03-02 00:59:06,+11,4.125,503.0,55.0,17.0,1011.0,22.5,0.0,16.0,17.0,17.0,17.0
4954,869,2024-03-02 01:12:04,+11,4.125,498.0,55.0,17.0,1011.0,22.8,0.0,13.0,16.0,18.0,18.0
4988,869,2024-03-02 01:25:07,+11,4.125,510.0,55.0,17.0,1011.0,22.8,0.0,14.0,19.0,22.0,22.0
5022,869,2024-03-02 01:38:24,+11,4.125,502.0,55.0,17.0,1011.0,22.8,0.0,17.0,22.0,26.0,26.0
5056,869,2024-03-02 01:51:32,+11,4.125,519.0,55.0,17.0,1011.0,22.8,0.0,18.0,26.0,32.0,33.0
5090,869,2024-03-02 02:04:39,+11,4.125,488.0,55.0,17.0,1011.0,22.8,0.0,18.0,19.0,19.0,19.0
5124,869,2024-03-02 02:17:44,+11,4.125,480.0,55.0,17.0,1011.0,22.8,0.0,9.0,10.0,10.0,10.0
5158,869,2024-03-02 02:30:46,+11,4.125,482.0,55.0,17.0,1011.0,22.8,0.0,14.0,14.0,14.0,14.0
5192,869,2024-03-02 02:43:50,+11,4.125,493.0,54.0,17.0,1011.0,22.8,0.0,13.0,21.0,26.0,27.0
5226,869,2024-03-02 02:57:06,+11,4.125,488.0,54.0,17.0,1011.0,22.8,0.0,12.0,14.0,15.0,16.0
5260,869,2024-03-02 03:10:13,+11,4.125,502.0,54.0,17.0,1011.0,22.8,0.0,9.0,9.0,9.0,9.0
5294,869,2024-03-02 03:23:20,11,4.125,479.0,54.0,17.0,1011.0,22.8,0.0,10.0,11.0,11.0,11.0
5328,869,2024-03-02 03:36:32,+11,4.125,471.0,54.0,17.0,1011.0,22.8,0.0,16.0,18.0,19.0,19.0
5362,869,2024-03-02 03:49:44,11,4.125,475.0,54.0,17.0,1011.0,22.8,0.0,13.0,18.0,21.0,22.0
5396,869,2024-03-02 04:02:51,+11,4.125,466.0,54.0,17.0,1010.0,22.8,0.0,11.0,11.0,11.0,11.0
5430,869,2024-03-02 04:16:13,+11,4.125,468.0,54.0,17.0,1010.0,22.8,0.0,19.0,27.0,32.0,33.0
5464,869,2024-03-02 04:29:23,+11,4.125,463.0,54.0,17.0,1010.0,22.8,0.0,13.0,15.0,16.0,17.0
5498,869,2024-03-02 04:42:30,+11,4.125,470.0,54.0,17.0,1011.0,22.8,0.0,16.0,18.0,19.0,19.0
5532,869,2024-03-02 04:55:34,+11,4.125,460.0,54.0,17.0,1010.0,22.8,0.0,11.0,13.0,14.0,15.0
5566,869,2024-03-02 05:08:44,+11,4.125,456.0,54.0,17.0,1011.0,22.8,0.0,11.0,12.0,13.0,13.0
5600,869,2024-03-02 05:21:47,+11,4.125,472.0,54.0,17.0,1011.0,22.8,0.0,9.0,9.0,9.0,9.0
5634,869,2024-03-02 05:34:55,+11,4.125,478.0,54.0,17.0,1011.0,22.5,0.0,9.0,11.0,12.0,12.0
5668,869,2024-03-02 05:48:04,+11,4.125,468.0,55.0,17.0,1010.0,22.5,0.0,12.0,15.0,16.0,16.0
5702,869,2024-03-02 06:01:15,+11,4.125,468.0,54.0,17.0,1011.0,22.5,0.0,10.0,11.0,11.0,11.0
5736,869,2024-03-02 06:14:24,+11,4.125,451.0,54.0,17.0,1011.0,22.5,0.0,10.0,12.0,14.0,14.0
5770,869,2024-03-02 06:27:34,+11,4.125,450.0,54.0,17.0,1011.0,22.5,0.0,12.0,16.0,19.0,19.0
5804,869,2024-03-02 06:40:42,+11,4.125,454.0,54.0,17.0,1011.0,22.5,0.0,6.0,6.0,6.0,7.0
5838,869,2024-03-02 06:53:41,+11,4.125,455.0,54.0,17.0,1011.0,22.5,0.0,11.0,15.0,18.0,18.0
5872,869,2024-03-02 07:06:50,+11,4.125,441.0,55.0,17.0,1011.0,22.5,0.0,6.0,6.0,6.0,6.0
5906,869,2024-03-02 07:19:58,+11,4.125,432.0,55.0,17.0,1012.0,22.5,0.0,3.0,4.0,5.0,5.0
5940,869,2024-03-02 07:33:01,+11,4.125,440.0,55.0,17.0,1012.0,22.8,0.0,2.0,3.0,5.0,5.0
5974,869,2024-03-02 07:46:02,+11,4.125,422.0,54.0,17.0,1012.0,23.0,0.0,1.0,3.0,5.0,5.0
6008,869,2024-03-02 07:59:07,+11,4.125,424.0,55.0,17.0,1012.0,22.8,0.0,2.0,5.0,7.0,7.0
6042,869,2024-03-02 08:12:13,+11,4.125,423.0,55.0,17.0,1012.0,22.8,0.0,1.0,2.0,2.0,3.0
6076,869,2024-03-02 08:25:25,+11,4.125,435.0,55.0,17.0,1012.0,22.8,0.0,1.0,2.0,2.0,2.0
6110,869,2024-03-02 08:38:27,+11,4.125,424.0,55.0,17.0,1012.0,22.8,0.0,1.0,1.0,1.0,1.0
6144,869,2024-03-02 08:51:34,+11,4.125,433.0,55.0,17.0,1012.0,22.8,0.0,1.0,2.0,3.0,3.0
6178,869,2024-03-02 09:04:50,+11,4.125,422.0,54.0,17.0,1012.0,23.0,0.0,1.0,2.0,3.0,3.0
6212,869,2024-03-02 09:17:55,+11,4.125,448.0,53.0,17.0,1013.0,23.0,0.0,2.0,3.0,5.0,5.0
6246,869,2024-03-02 09:30:55,+11,4.125,438.0,53.0,17.0,1013.0,22.8,0.0,1.0,2.0,3.0,3.0
6280,869,2024-03-02 09:43:57,+11,4.125,443.0,53.0,17.0,1013.0,22.8,0.0,2.0,7.0,11.0,11.0
6314,869,2024-03-02 09:57:01,+11,4.125,441.0,52.0,17.0,1013.0,23.0,0.0,1.0,2.0,2.0,2.0
6348,869,2024-03-02 10:10:09,+11,4.125,451.0,52.0,17.0,1013.0,23.0,0.0,1.0,4.0,6.0,7.0
6382,869,2024-03-02 10:23:11,+11,4.125,439.0,52.0,17.0,1014.0,23.0,0.0,0.0,0.0,0.0,0.0
6416,869,2024-03-02 10:36:18,+11,4.125,445.0,53.0,17.0,1014.0,23.3,0.0,2.0,2.0,2.0,2.0
6450,869,2024-03-02 10:49:24,+11,4.125,449.0,52.0,17.0,1014.0,23.3,0.0,1.0,1.0,1.0,1.0
6484,869,2024-03-02 11:02:36,+11,4.125,452.0,51.0,17.0,1014.0,23.3,0.0,1.0,4.0,7.0,8.0
6518,869,2024-03-02 11:15:46,+11,4.125,451.0,49.0,17.0,1014.0,23.5,0.0,1.0,2.0,4.0,4.0
6552,869,2024-03-02 11:28:55,+11,4.125,450.0,48.0,17.0,1014.0,23.5,0.0,1.0,2.0,3.0,3.0
6586,869,2024-03-02 11:42:01,+11,4.125,443.0,48.0,17.0,1014.0,23.5,0.0,1.0,3.0,5.0,5.0
6620,869,2024-03-02 11:55:15,+11,4.125,434.0,47.0,17.0,1014.0,23.8,0.0,1.0,4.0,6.0,6.0
6654,869,2024-03-02 12:08:18,+11,4.125,454.0,46.0,17.0,1014.0,23.8,0.0,1.0,1.0,1.0,1.0
6688,869,2024-03-02 12:21:23,+11,4.125,445.0,46.0,17.0,1014.0,23.8,0.0,1.0,3.0,4.0,4.0
6722,869,2024-03-02 12:34:31,+11,4.125,440.0,45.0,17.0,1014.0,24.0,0.0,2.0,8.0,12.0,13.0
6756,869,2024-03-02 12:47:37,+11,4.125,444.0,45.0,17.0,1014.0,24.0,0.0,2.0,5.0,7.0,8.0
6790,869,2024-03-02 13:00:52,11,4.125,444.0,44.0,17.0,1013.0,24.0,0.0,2.0,6.0,10.0,10.0
6824,869,2024-03-02 13:14:04,+11,4.125,438.0,44.0,17.0,1013.0,24.0,0.0,1.0,2.0,2.0,2.0
6858,869,2024-03-02 13:27:09,+11,4.125,441.0,44.0,17.0,1014.0,24.3,0.0,1.0,2.0,4.0,4.0
6892,869,2024-03-02 13:40:25,+11,4.125,463.0,43.0,17.0,1014.0,24.3,0.0,1.0,3.0,4.0,4.0
6926,869,2024-03-02 13:53:34,+11,4.125,446.0,43.0,17.0,1014.0,24.3,0.0,1.0,2.0,3.0,3.0
6960,869,2024-03-02 14:06:44,+11,4.125,439.0,42.0,17.0,1014.0,24.3,0.0,1.0,3.0,5.0,6.0
6994,869,2024-03-02 14:20:01,11,4.125,441.0,41.0,17.0,1014.0,24.3,0.0,1.0,1.0,1.0,1.0
7028,869,2024-03-02 14:33:02,+11,4.125,448.0,41.0,17.0,1014.0,24.3,0.0,1.0,3.0,4.0,4.0
7062,869,2024-03-02 14:46:16,+11,4.125,440.0,42.0,17.0,1014.0,23.8,0.0,1.0,1.0,1.0,1.0
7096,869,2024-03-02 14:59:24,+11,4.125,435.0,42.0,17.0,1014.0,23.8,0.0,2.0,5.0,7.0,7.0
